"","VTID","Positive","stg4_6","stg7_8","stg9_10","stg11_12","stg13_14","stg15_16"
"627","VT14200",1,0,0,0,1,1,0
"628","VT14201",0,0,0,0,0,0,0
"629","VT14202",0,0,0,0,0,0,0
"630","VT14203",0,0,0,0,0,1,0
"631","VT14204",1,0,0,0,1,1,1
"632","VT14205",1,0,0,0,0,0,1
"633","VT14206",0,0,0,0,0,1,0
"634","VT14207",1,0,0,0,0,1,1
"635","VT14208",1,0,0,0,0,1,1
"636","VT14209",0,0,0,0,0,0,0
"637","VT14210",0,0,0,0,0,0,0
"638","VT14211",1,0,0,0,1,1,0
"639","VT14213",1,0,0,1,1,1,1
"640","VT1424",0,0,0,0,0,0,0
"641","VT14246",0,0,0,0,1,0,0
"642","VT1425",0,0,0,0,0,0,0
"643","VT14250",0,0,0,0,0,0,0
"644","VT14255",0,0,0,0,0,0,1
"645","VT14256",1,0,0,0,1,1,1
"646","VT14257",0,0,0,0,0,0,0
"647","VT1426",0,0,0,0,0,0,1
"648","VT14260",0,0,0,0,0,1,1
"649","VT14264",0,0,0,0,0,0,0
"650","VT14266",0,0,0,0,0,0,0
"651","VT14267",0,0,0,0,0,0,0
"652","VT1427",1,0,0,0,0,1,1
"653","VT14273",0,0,0,0,0,0,1
"654","VT1432",0,0,0,0,0,0,0
"655","VT14328",0,0,0,0,0,0,0
"656","VT14329",1,1,1,0,0,0,0
"657","VT14330",0,0,0,0,0,0,0
"658","VT14331",0,0,0,0,0,0,0
"659","VT14333",0,0,0,0,0,0,0
"660","VT14334",0,0,0,0,0,0,0
"661","VT14335",1,1,1,1,1,1,0
"662","VT14336",1,0,0,0,1,1,1
"663","VT14337",1,1,1,1,1,1,1
"664","VT14338",1,0,0,1,1,1,1
"665","VT1434",0,0,0,0,0,0,0
"666","VT14340",0,0,0,0,0,1,0
"667","VT14341",1,0,0,0,0,1,1
"668","VT14345",1,0,0,0,0,1,1
"669","VT14347",1,1,1,0,0,0,0
"670","VT14348",0,0,0,0,0,0,0
"671","VT14349",0,0,0,0,0,0,0
"672","VT14350",0,0,0,0,0,0,0
"673","VT14361",1,1,1,1,0,0,0
"674","VT14362",1,1,0,0,1,0,0
"675","VT14366",1,1,0,1,1,1,1
"676","VT14367",1,1,1,1,1,1,0
"677","VT14368",1,1,0,1,1,1,1
"678","VT14424",0,0,0,0,0,0,0
"679","VT14426",0,0,0,0,0,0,1
"680","VT14427",1,0,1,1,1,1,1
"681","VT14428",0,0,0,0,0,0,0
"682","VT14429",1,0,1,1,1,1,1
"683","VT14430",1,0,0,0,1,1,1
"684","VT14432",0,0,0,0,0,0,0
"685","VT14433",0,0,0,0,0,0,0
"686","VT14449",0,0,0,0,0,0,0
"687","VT14451",0,0,0,0,0,0,0
"688","VT14453",0,0,0,0,0,0,0
"689","VT14459",1,0,0,0,0,1,0
"690","VT14463",0,1,0,0,0,1,1
"691","VT14473",0,0,0,0,0,0,0
"692","VT14476",0,0,0,0,0,0,0
"693","VT14477",0,0,0,0,0,0,0
"694","VT14480",0,0,0,0,0,0,0
"695","VT14482",0,0,0,0,0,0,0
"696","VT14484",1,0,0,0,1,1,1
"697","VT14486",0,0,0,0,0,0,0
"698","VT14487",1,0,0,0,0,1,1
"699","VT14488",1,0,0,0,1,1,1
"700","VT14490",1,0,0,0,0,0,1
"701","VT14493",1,0,0,1,1,1,1
"702","VT14494",1,0,0,0,0,0,1
"703","VT14495",1,0,0,0,0,1,1
"704","VT14497",1,0,0,0,1,1,1
"705","VT14498",1,0,0,0,0,1,0
"706","VT14500",0,0,0,0,0,0,0
"707","VT14501",1,0,0,0,1,1,1
"708","VT14536",0,0,0,0,0,0,0
"709","VT14539",0,0,0,0,0,0,0
"710","VT14554",0,0,0,0,0,0,0
"711","VT14557",0,0,0,0,0,0,0
"712","VT14560",0,0,0,0,0,0,0
"713","VT14561",1,1,1,1,0,0,1
"714","VT14562",0,0,0,0,0,0,0
"715","VT14563",1,0,0,0,0,1,1
"716","VT14564",0,0,0,0,0,0,0
"717","VT14566",0,0,0,0,0,1,1
"718","VT14567",1,0,0,0,1,1,1
"719","VT14569",1,0,0,1,1,1,1
"720","VT14571",0,0,0,0,0,0,0
"721","VT14576",1,0,0,1,1,1,1
"722","VT14577",0,0,0,0,0,0,0
"723","VT14587",0,0,0,0,0,0,0
"724","VT14602",0,0,0,0,0,0,0
"725","VT14603",1,0,0,1,1,0,0
"726","VT14605",1,0,0,0,0,0,1
"727","VT14607",1,0,0,0,0,1,1
"728","VT14608",1,0,0,0,1,1,1
"729","VT14610",1,0,0,0,1,1,1
"730","VT14612",1,0,0,0,1,0,1
"731","VT14615",1,0,0,0,1,1,1
"732","VT14616",1,0,0,0,1,1,1
"733","VT14617",1,1,0,0,0,0,0
"734","VT14633",0,0,0,0,0,0,0
"735","VT14643",0,0,0,0,0,0,0
"736","VT14644",0,0,0,0,0,0,0
"737","VT14647",0,0,0,0,0,0,0
"738","VT14648",1,0,0,0,0,1,0
"739","VT14649",0,0,0,0,0,0,0
"740","VT14652",0,0,0,0,0,0,0
"741","VT14654",0,0,0,0,0,0,0
"742","VT14658",0,0,0,0,0,0,0
"743","VT14660",0,0,0,0,0,0,0
"744","VT14663",0,0,0,0,0,0,0
"745","VT14669",0,0,0,0,0,0,0
"746","VT14702",0,0,0,0,0,0,0
"747","VT14703",0,0,0,0,0,1,0
"748","VT14704",0,0,0,0,0,0,0
"749","VT14706",0,0,0,0,0,0,0
"750","VT14708",0,0,0,0,0,0,0
"751","VT14709",0,0,0,0,1,1,0
"752","VT14710",1,0,0,1,1,1,0
"753","VT14711",1,0,0,0,1,1,1
"754","VT14712",1,0,0,0,0,1,1
"755","VT14713",1,0,0,0,0,1,1
"756","VT14714",0,0,0,0,0,0,0
"757","VT14716",1,0,0,0,0,1,1
"758","VT14717",1,0,0,0,1,1,1
"759","VT14718",1,0,0,0,1,1,1
"760","VT14719",0,0,0,0,0,0,0
"761","VT14720",1,0,0,1,1,1,1
"762","VT14721",1,1,1,0,0,0,0
"763","VT14724",1,0,0,0,1,1,1
"764","VT14726",0,1,1,0,0,0,0
"765","VT14729",1,1,1,1,1,1,1
"766","VT14788",1,1,0,0,0,0,0
"767","VT1483",1,0,0,1,1,1,1
"768","VT1484",0,0,0,0,0,0,0
"769","VT14844",0,0,0,0,0,0,1
"770","VT1488",1,0,0,0,1,1,1
"771","VT14919",1,0,0,0,1,1,1
"772","VT14955",0,0,0,0,0,0,0
"773","VT14957",1,0,0,0,0,0,1
"774","VT14958",0,0,0,0,0,0,0
"775","VT14959",0,0,0,0,0,0,0
"776","VT14960",0,0,0,0,0,0,0
"777","VT14962",0,0,0,0,0,0,0
"778","VT14963",0,0,0,0,0,0,0
"779","VT14964",0,0,0,0,0,1,1
"780","VT14966",0,0,0,0,0,0,0
"781","VT14967",0,0,0,0,0,0,0
"782","VT14969",1,0,0,1,1,1,1
"783","VT1497",0,0,0,0,0,0,0
"784","VT14971",1,1,1,1,1,1,0
"785","VT14973",0,0,0,0,0,0,1
"786","VT14974",1,0,0,0,0,1,1
"787","VT14975",1,0,0,0,0,1,1
"788","VT14976",1,1,1,0,0,0,0
"789","VT14977",1,0,0,0,0,1,1
"790","VT14978",1,0,1,1,1,1,1
"791","VT14979",1,1,1,1,1,1,1
"792","VT14981",1,1,1,1,1,1,0
"793","VT14982",1,0,0,0,0,1,1
"794","VT14983",0,0,0,0,0,1,0
"795","VT14985",1,0,0,0,0,1,1
"796","VT14989",1,0,0,0,0,1,1
"797","VT15086",1,0,0,0,1,1,1
"798","VT15116",0,0,0,0,0,0,0
"799","VT15155",0,0,0,0,0,1,0
"800","VT15159",1,1,1,1,1,1,1
"801","VT15160",1,1,0,0,1,1,1
"802","VT15161",1,1,1,0,1,0,1
"803","VT15163",1,0,0,0,1,1,1
"804","VT15164",0,0,0,0,0,1,1
"805","VT15167",1,0,1,1,1,0,0
"806","VT15168",1,0,1,1,1,0,0
"807","VT15169",1,0,0,1,1,1,1
"808","VT15173",1,0,0,0,1,1,1
"809","VT15174",1,0,0,1,1,1,1
"810","VT15176",1,0,0,0,1,1,1
"811","VT15177",1,0,0,0,0,1,1
"812","VT15178",0,0,0,0,0,0,0
"813","VT15180",1,0,0,0,0,1,1
"814","VT15181",1,0,0,0,1,1,1
"815","VT15182",0,0,0,0,0,0,0
"816","VT15183",1,0,0,0,0,1,1
"817","VT15241",0,0,0,0,0,0,0
"818","VT15242",0,0,0,0,0,0,0
"819","VT15243",1,0,0,0,1,1,1
"820","VT15244",0,0,0,0,0,0,0
"821","VT15245",0,0,0,0,0,0,0
"822","VT15248",0,0,0,0,1,1,0
"823","VT15249",1,0,0,1,1,1,1
"824","VT15250",1,0,0,0,0,0,1
"825","VT15253",1,0,0,0,1,1,1
"826","VT15255",1,0,0,0,1,1,0
"827","VT15256",0,0,0,0,0,1,1
"828","VT15257",1,0,0,0,0,1,1
"829","VT15258",1,0,0,0,0,0,1
"830","VT15305",1,0,0,0,1,0,0
"831","VT15340",0,0,0,0,0,0,0
"832","VT15341",1,1,1,1,0,1,1
"833","VT15342",0,0,0,0,0,0,0
"834","VT15350",0,0,0,0,0,0,0
"835","VT15409",1,0,0,1,1,1,1
"836","VT15430",0,0,0,0,0,0,0
"837","VT15432",0,0,0,0,0,0,0
"838","VT15433",1,0,0,0,0,0,1
"839","VT15434",0,0,0,0,0,0,0
"840","VT15722",1,0,0,0,1,1,1
"841","VT15723",1,0,0,1,1,1,1
"842","VT15724",1,0,0,0,0,1,1
"843","VT15725",0,0,0,0,0,0,0
"844","VT15726",1,0,0,0,0,1,1
"845","VT15728",1,0,0,0,0,0,1
"846","VT15729",1,0,0,0,0,1,1
"847","VT15731",1,0,0,0,0,0,1
"848","VT15732",1,0,0,0,0,1,1
"849","VT15733",0,0,0,0,0,0,0
"850","VT15734",0,0,0,0,0,0,0
"851","VT15735",0,0,0,0,0,0,0
"852","VT15736",0,0,0,0,0,0,0
"853","VT15737",1,1,1,1,1,1,1
"854","VT15767",0,0,0,0,0,0,0
"855","VT15769",1,0,1,1,1,1,1
"856","VT15772",0,0,0,0,0,1,0
"857","VT15773",0,0,0,0,0,0,0
"858","VT15775",0,0,0,0,0,0,0
"859","VT15777",1,0,0,0,1,1,1
"860","VT15778",0,0,0,0,0,0,0
"861","VT15780",0,0,0,0,0,0,0
"862","VT15782",0,0,0,0,0,0,0
"863","VT15783",0,0,0,0,0,0,0
"864","VT15784",0,0,0,0,0,0,0
"865","VT15785",0,0,0,0,0,0,1
"866","VT15786",1,0,0,0,0,1,1
"867","VT15787",1,0,0,0,0,1,1
"868","VT15788",1,0,0,0,0,1,1
"869","VT15789",1,0,0,0,0,1,1
"870","VT15791",0,0,0,0,0,0,0
"871","VT15792",1,0,0,0,0,1,0
"872","VT15794",1,0,0,1,1,1,1
"873","VT15796",1,0,0,1,1,1,1
"874","VT15821",1,0,0,1,1,1,0
"875","VT15822",1,0,0,0,0,1,1
"876","VT15824",0,0,0,0,0,0,0
"877","VT15828",1,1,1,1,1,1,1
"878","VT15830",0,0,0,0,0,0,0
"879","VT15834",0,0,0,0,0,1,1
"880","VT1592",1,0,0,0,0,1,1
"881","VT1593",1,0,0,0,1,1,1
"882","VT1594",1,0,0,0,1,1,1
"883","VT1595",0,0,0,0,0,0,0
"884","VT1596",1,0,0,0,0,0,1
"885","VT1597",1,0,0,0,1,1,1
"886","VT15970",1,0,0,1,1,1,1
"887","VT15971",0,0,0,0,0,0,0
"888","VT15972",1,0,0,0,1,1,1
"889","VT1598",1,0,0,0,0,1,1
"890","VT15982",0,0,0,0,0,0,0
"891","VT1599",0,0,0,0,0,0,0
"892","VT15991",0,0,0,0,1,0,0
"893","VT1600",0,0,0,0,0,0,0
"894","VT1601",1,0,0,1,1,1,1
"895","VT16028",1,0,0,1,1,1,0
"896","VT16029",0,0,0,0,0,0,0
"897","VT1603",1,0,0,0,1,1,1
"898","VT1604",0,0,0,0,0,1,0
"899","VT1605",0,0,0,0,0,0,0
"900","VT16054",1,1,1,1,1,1,1
"901","VT16055",1,0,1,1,1,1,0
"902","VT1606",0,0,0,0,0,0,0
"903","VT1608",0,0,0,0,0,0,0
"904","VT1609",0,0,0,0,0,0,0
"905","VT1610",1,0,0,0,1,1,1
"906","VT1611",0,0,0,0,0,0,0
"907","VT16114",1,0,0,0,1,1,0
"908","VT16116",1,0,0,1,1,1,1
"909","VT16117",1,0,0,0,0,1,1
"910","VT16119",1,1,0,0,1,1,0
"911","VT1612",0,0,0,0,0,1,1
"912","VT16122",0,0,0,0,0,0,0
"913","VT16124",1,1,1,1,1,1,1
"914","VT16127",0,0,0,0,0,0,0
"915","VT1615",1,0,0,0,1,1,1
"916","VT1617",0,0,0,0,0,1,0
"917","VT1618",0,0,0,0,0,0,0
"918","VT1619",0,0,0,0,0,0,0
"919","VT16206",1,1,1,1,1,1,1
"920","VT16208",0,0,0,0,0,0,0
"921","VT16216",1,0,0,0,0,1,1
"922","VT16236",1,0,0,0,1,1,1
"923","VT16237",1,0,0,0,0,1,1
"924","VT16238",1,1,1,1,1,1,1
"925","VT16239",0,0,0,0,0,0,0
"926","VT16240",0,0,0,0,0,0,0
"927","VT16242",0,0,0,0,0,0,0
"928","VT16244",1,0,0,0,1,1,1
"929","VT16245",0,0,0,0,0,0,0
"930","VT16253",0,0,0,0,0,0,0
"931","VT16254",1,0,0,1,1,1,1
"932","VT16255",1,0,0,0,1,1,1
"933","VT16256",1,0,0,1,1,1,1
"934","VT16257",1,0,0,0,0,1,1
"935","VT16258",1,1,1,1,1,1,1
"936","VT16259",1,0,0,0,1,1,1
"937","VT16263",0,0,0,0,0,0,0
"938","VT16266",0,0,0,0,0,0,1
"939","VT16267",1,0,0,0,0,1,1
"940","VT16269",1,0,0,0,0,1,1
"941","VT16270",1,0,0,0,1,1,1
"942","VT16271",1,0,0,0,1,1,1
"943","VT16272",0,0,0,0,0,0,0
"944","VT16273",0,0,0,0,0,0,0
"945","VT16275",0,0,0,0,0,0,0
"946","VT16276",1,0,0,0,0,1,1
"947","VT16277",1,0,0,0,1,1,1
"948","VT16278",1,0,0,1,1,1,1
"949","VT16279",0,0,0,0,0,0,0
"950","VT16281",0,0,0,0,0,0,0
"951","VT16282",1,0,0,0,1,0,0
"952","VT16283",1,0,0,0,0,0,1
"953","VT16284",0,0,0,0,0,1,0
"954","VT16285",0,0,0,0,0,1,1
"955","VT16354",0,0,0,0,0,0,0
"956","VT16355",1,0,0,0,1,1,0
"957","VT16356",0,0,0,0,0,0,0
"958","VT16357",0,0,0,0,0,0,0
"959","VT16371",0,0,0,0,0,0,0
"960","VT16423",1,0,0,0,0,0,1
"961","VT16424",1,0,0,1,1,1,1
"962","VT16426",1,1,1,1,1,1,1
"963","VT16452",0,0,0,0,0,0,0
"964","VT16454",0,0,0,0,0,1,1
"965","VT16456",0,0,0,0,0,0,0
"966","VT16458",0,0,0,0,0,1,1
"967","VT16459",0,0,0,0,0,0,0
"968","VT16460",1,0,0,0,0,1,1
"969","VT16461",1,0,0,0,1,1,1
"970","VT16462",1,0,0,0,0,0,1
"971","VT16463",0,0,0,0,0,0,0
"972","VT16465",0,0,0,0,0,0,0
"973","VT16466",0,0,0,0,0,1,1
"974","VT16467",0,0,0,0,0,0,0
"975","VT16469",0,0,0,0,0,0,0
"976","VT16470",0,0,0,0,0,0,1
"977","VT16471",0,0,0,0,0,1,0
"978","VT16472",0,0,0,0,0,0,0
"979","VT16530",1,1,1,1,1,1,1
"980","VT16583",0,0,0,0,0,1,1
"981","VT16585",0,0,0,0,0,0,0
"982","VT16593",0,0,0,0,0,0,0
"983","VT16594",0,0,0,0,0,0,0
"984","VT16604",1,0,0,0,1,1,1
"985","VT16605",0,0,0,0,0,0,0
"986","VT16606",1,0,0,0,0,0,1
"987","VT16610",1,0,0,0,0,0,1
"988","VT16613",1,0,0,0,0,1,1
"989","VT16615",0,0,0,0,0,0,0
"990","VT16621",0,0,0,0,1,1,0
"991","VT16622",0,0,0,0,0,0,0
"992","VT16623",1,1,1,1,1,1,1
"993","VT16645",1,0,0,0,0,1,1
"994","VT16646",1,0,0,0,0,1,1
"995","VT16647",1,0,0,0,1,1,1
"996","VT16648",1,1,1,1,1,1,1
"997","VT16650",1,1,1,0,0,0,0
"998","VT16651",0,0,0,0,0,0,0
"999","VT16671",0,0,0,0,0,0,0
"1000","VT16679",0,0,0,0,0,1,1
"1001","VT16681",1,0,0,0,0,1,1
"1002","VT16682",1,1,1,1,1,1,1
"1003","VT16685",1,0,0,0,0,1,1
"1004","VT16704",0,0,0,0,0,0,0
"1005","VT16796",1,0,0,1,1,1,1
"1006","VT16797",1,0,0,0,0,1,1
"1007","VT16811",1,0,0,1,1,1,1
"1008","VT16836",1,1,1,1,1,1,1
"1009","VT16837",0,0,0,0,0,0,0
"1010","VT16839",1,0,0,0,0,1,1
"1011","VT16841",0,0,0,0,0,0,0
"1012","VT16842",0,0,0,0,0,0,0
"1013","VT16843",1,0,0,0,0,1,1
"1014","VT16846",1,0,0,0,1,1,1
"1015","VT16847",1,0,0,1,1,1,1
"1016","VT16848",0,0,0,0,0,0,0
"1017","VT16850",0,0,0,0,0,0,0
"1018","VT16851",1,1,1,1,1,1,1
"1019","VT16852",1,0,0,1,0,1,1
"1020","VT16854",1,0,0,0,1,1,1
"1021","VT16963",0,0,0,0,0,0,0
"1022","VT16964",1,0,0,1,1,1,1
"1023","VT16966",0,0,0,0,1,1,1
"1024","VT16967",0,0,0,0,0,0,0
"1025","VT16968",1,1,1,1,1,1,1
"1026","VT16969",0,0,0,0,0,0,0
"1027","VT16971",1,0,0,0,1,1,1
"1028","VT16972",0,0,0,0,0,0,0
"1029","VT16973",1,0,0,0,1,1,1
"1030","VT16983",0,0,0,0,0,0,0
"1031","VT16984",1,1,1,1,1,0,0
"1032","VT16986",0,0,0,0,0,0,0
"1033","VT16988",1,0,0,1,1,1,1
"1034","VT16989",1,0,0,0,0,1,1
"1035","VT16992",0,0,0,0,0,0,0
"1036","VT16993",1,1,1,1,1,1,1
"1037","VT16994",0,0,0,0,0,1,0
"1038","VT16996",1,0,0,0,0,0,1
"1039","VT16997",0,0,0,0,1,1,1
"1040","VT16998",1,0,0,0,0,1,1
"1041","VT16999",0,0,0,0,0,0,0
"1042","VT17000",1,0,1,1,1,1,1
"1043","VT17001",0,0,0,0,0,1,1
"1044","VT17002",0,0,0,0,0,0,0
"1045","VT17004",1,0,0,0,1,1,0
"1046","VT17005",1,0,0,0,0,1,1
"1047","VT17006",0,0,0,0,1,0,0
"1048","VT17007",0,0,0,0,0,0,0
"1049","VT17010",0,0,0,0,0,0,0
"1050","VT17013",1,1,1,1,1,1,1
"1051","VT17015",1,0,0,0,0,1,1
"1052","VT17016",0,0,0,0,0,1,1
"1053","VT17017",0,0,0,0,0,0,0
"1054","VT17018",0,0,0,0,0,0,0
"1055","VT17019",0,0,0,0,0,0,0
"1056","VT17020",0,0,0,0,0,0,0
"1057","VT17053",0,0,0,0,0,0,0
"1058","VT17055",1,0,0,1,1,1,1
"1059","VT17056",0,0,0,0,0,0,0
"1060","VT17057",0,0,0,0,0,0,0
"1061","VT17116",1,0,0,0,1,1,1
"1062","VT17121",1,0,0,1,1,1,1
"1063","VT17123",1,0,1,0,1,1,1
"1064","VT17124",1,0,1,1,1,1,1
"1065","VT17126",1,0,0,0,1,1,1
"1066","VT17128",1,0,0,0,0,1,1
"1067","VT17178",0,0,0,0,0,1,1
"1068","VT17179",1,0,0,1,1,1,1
"1069","VT17180",0,0,0,0,0,0,0
"1070","VT17181",0,0,0,0,0,0,1
"1071","VT17182",0,0,0,0,0,1,1
"1072","VT17183",1,0,0,0,1,1,1
"1073","VT17195",1,0,0,0,0,0,1
"1074","VT17196",0,0,0,0,0,0,0
"1075","VT17197",0,0,0,0,0,0,0
"1076","VT17199",1,0,0,0,0,1,0
"1077","VT17201",0,0,0,0,0,0,0
"1078","VT17202",1,0,0,0,0,1,1
"1079","VT17204",1,0,1,1,0,0,0
"1080","VT17205",1,1,1,1,1,1,1
"1081","VT17206",1,1,1,0,0,1,1
"1082","VT17239",0,0,0,0,0,0,0
"1083","VT17240",1,0,0,0,0,1,1
"1084","VT17241",0,0,0,0,0,1,1
"1085","VT17242",1,0,0,0,0,1,1
"1086","VT17243",0,0,0,0,0,0,0
"1087","VT17245",1,1,1,0,1,1,1
"1088","VT17246",0,0,0,0,0,0,0
"1089","VT17247",0,0,0,0,0,0,0
"1090","VT17248",0,0,0,0,0,0,0
"1091","VT17250",0,0,0,0,0,0,0
"1092","VT17251",0,0,0,0,0,0,0
"1093","VT17252",0,0,0,0,0,0,0
"1094","VT17253",0,0,0,0,0,0,0
"1095","VT17254",0,0,0,0,0,0,0
"1096","VT17255",0,0,0,0,0,0,0
"1097","VT17258",0,0,0,0,1,1,1
"1098","VT17260",1,0,0,0,0,1,1
"1099","VT17262",0,0,0,0,0,0,0
"1100","VT17270",1,0,0,0,0,1,0
"1101","VT17271",0,0,0,0,0,1,1
"1102","VT17372",1,0,0,0,1,1,1
"1103","VT17373",1,0,0,0,1,1,1
"1104","VT17374",0,0,0,0,0,0,0
"1105","VT17375",1,0,0,0,0,1,1
"1106","VT17376",1,0,0,0,1,1,1
"1107","VT17378",0,0,0,0,0,1,1
"1108","VT17382",0,0,0,0,0,0,0
"1109","VT17405",1,0,0,0,1,1,1
"1110","VT17406",0,0,0,0,0,1,1
"1111","VT17409",1,1,1,1,1,1,1
"1112","VT17410",1,0,1,1,1,1,1
"1113","VT17411",0,0,0,0,1,1,0
"1114","VT17412",1,0,1,0,0,0,0
"1115","VT17413",1,1,1,0,0,1,1
"1116","VT17414",0,0,0,0,0,0,0
"1117","VT17415",1,0,0,0,0,1,1
"1118","VT17416",1,0,0,0,1,1,1
"1119","VT17417",1,0,0,0,1,1,1
"1120","VT17419",1,0,0,0,0,1,1
"1121","VT17421",1,0,0,0,1,1,1
"1122","VT17422",0,0,0,0,1,1,0
"1123","VT17470",0,0,0,0,0,0,0
"1124","VT17491",1,0,0,0,0,1,1
"1125","VT17557",0,0,0,0,0,1,0
"1126","VT17558",1,0,0,0,0,0,1
"1127","VT17559",1,1,1,0,1,1,1
"1128","VT17582",0,0,0,0,0,0,0
"1129","VT17583",0,0,0,0,0,0,0
"1130","VT17585",0,0,0,0,0,0,0
"1131","VT17586",1,0,0,0,1,1,1
"1132","VT17587",0,0,1,1,1,1,1
"1133","VT17589",1,0,0,0,0,0,1
"1134","VT17644",0,0,0,0,0,0,0
"1135","VT17645",0,0,0,0,0,1,0
"1136","VT17646",1,0,0,0,1,1,1
"1137","VT17647",1,0,0,0,1,1,1
"1138","VT17649",1,0,0,0,0,1,1
"1139","VT17650",1,0,0,0,1,1,0
"1140","VT17651",0,0,0,0,0,1,1
"1141","VT17652",1,0,0,0,1,1,1
"1142","VT17653",0,0,0,0,0,1,1
"1143","VT17654",0,0,0,0,0,0,0
"1144","VT17656",0,0,0,0,0,0,0
"1145","VT17657",1,0,0,0,0,0,1
"1146","VT17658",1,0,0,0,0,1,1
"1147","VT17659",0,0,0,0,0,0,1
"1148","VT17661",1,1,0,0,1,1,1
"1149","VT17662",1,0,0,0,1,1,1
"1150","VT17663",0,0,0,0,0,0,0
"1151","VT17664",0,0,0,0,0,1,1
"1152","VT17665",1,0,0,0,0,1,1
"1153","VT17666",1,0,0,1,1,1,1
"1154","VT17667",1,0,0,0,1,1,1
"1155","VT17668",1,0,0,1,1,1,1
"1156","VT17676",1,0,0,0,0,0,1
"1157","VT17682",0,0,0,0,0,0,0
"1158","VT17683",0,0,0,0,0,0,0
"1159","VT17685",1,0,0,0,0,1,1
"1160","VT17694",0,0,0,0,0,0,0
"1161","VT17747",0,0,0,0,0,0,0
"1162","VT17748",0,0,0,0,0,0,0
"1163","VT17749",0,0,0,0,0,0,0
"1164","VT17750",0,0,0,0,0,1,1
"1165","VT17751",0,0,0,0,0,0,0
"1166","VT17753",0,0,0,0,1,1,0
"1167","VT17787",1,0,0,0,0,0,1
"1168","VT17789",0,0,0,0,0,0,0
"1169","VT17790",0,0,0,0,0,0,0
"1170","VT17791",0,0,0,1,1,1,0
"1171","VT17792",1,0,0,0,1,1,1
"1172","VT17798",0,0,0,0,0,0,0
"1173","VT17834",1,0,0,0,0,0,1
"1174","VT17855",0,0,0,0,0,0,1
"1175","VT17857",1,0,0,1,1,1,1
"1176","VT17858",0,0,0,0,0,0,0
"1177","VT17859",0,0,0,0,0,0,0
"1178","VT17862",0,0,0,0,0,0,0
"1179","VT1787",1,1,1,1,1,1,1
"1180","VT17872",0,0,0,0,1,0,0
"1181","VT17873",1,1,1,1,1,1,1
"1182","VT17874",1,1,1,1,1,1,1
"1183","VT17876",1,0,0,0,0,1,0
"1184","VT17877",0,0,0,0,0,0,0
"1185","VT17880",1,0,0,0,0,0,1
"1186","VT17924",0,0,0,0,0,0,0
"1187","VT17925",0,0,0,0,0,0,0
"1188","VT17927",0,0,0,0,0,0,0
"1189","VT17928",0,0,0,0,0,0,0
"1190","VT17929",0,0,0,1,1,1,1
"1191","VT17930",1,0,0,0,0,1,0
"1192","VT17933",0,0,0,0,0,0,0
"1193","VT17934",0,0,0,0,0,0,0
"1194","VT18130",1,0,0,0,0,1,1
"1195","VT18134",0,0,0,0,1,1,1
"1196","VT18137",1,0,0,0,0,1,1
"1197","VT18138",0,0,0,0,0,1,1
"1198","VT18146",1,0,0,1,1,1,1
"1199","VT18148",0,0,0,0,0,1,1
"1200","VT18196",0,0,0,0,0,0,0
"1201","VT18197",0,0,0,0,0,0,0
"1202","VT18213",1,0,0,1,1,1,1
"1203","VT18224",1,0,1,1,1,1,1
"1204","VT18278",1,0,0,0,0,1,1
"1205","VT18316",1,0,0,0,0,0,1
"1206","VT18374",0,0,0,0,0,0,0
"1207","VT18377",0,0,0,0,0,0,0
"1208","VT18378",0,0,0,0,0,0,0
"1209","VT18379",0,0,0,0,0,0,0
"1210","VT1839",1,0,0,1,1,1,1
"1211","VT18404",1,1,1,1,1,1,1
"1212","VT18406",0,0,0,0,0,0,0
"1213","VT18408",0,0,0,0,0,0,0
"1214","VT18409",1,1,1,1,1,1,1
"1215","VT18410",1,0,0,0,1,1,1
"1216","VT18412",1,0,0,0,0,1,0
"1217","VT18415",0,0,0,0,0,1,0
"1218","VT18418",1,0,0,0,1,1,1
"1219","VT18420",0,0,0,0,0,0,0
"1220","VT18421",0,0,0,0,0,0,0
"1221","VT18427",1,0,0,0,0,1,0
"1222","VT18436",0,0,0,0,0,0,0
"1223","VT18437",0,0,0,0,0,0,0
"1224","VT18438",0,0,0,0,1,0,0
"1225","VT18440",0,0,0,0,0,0,0
"1226","VT18443",0,0,0,0,0,0,0
"1227","VT18445",0,0,0,0,0,0,0
"1228","VT18447",0,0,0,0,0,0,0
"1229","VT18450",1,0,0,1,0,0,0
"1230","VT18451",1,1,1,0,0,0,0
"1231","VT18452",1,0,0,0,0,0,1
"1232","VT18453",1,0,0,1,1,1,1
"1233","VT18455",0,0,0,0,0,1,1
"1234","VT18458",1,0,0,0,0,0,1
"1235","VT18462",0,0,0,0,0,0,0
"1236","VT18467",1,0,0,0,0,1,1
"1237","VT18469",0,0,0,0,0,1,0
"1238","VT18472",0,0,0,0,0,1,1
"1239","VT18474",0,0,0,0,0,0,0
"1240","VT18476",1,0,0,0,0,1,1
"1241","VT18477",0,0,0,0,0,1,0
"1242","VT18478",0,0,0,0,0,0,0
"1243","VT18479",1,0,0,0,1,1,1
"1244","VT1848",1,0,0,0,1,1,1
"1245","VT18480",1,0,0,0,0,1,1
"1246","VT18481",1,0,0,0,1,1,1
"1247","VT18492",0,0,0,0,0,0,0
"1248","VT18500",0,0,0,0,0,0,1
